ISSN,DOI,authors,year,title,journal,URL,citations,impact_factor_rank,category,year_for_citations_by_year,citations_per_year,more_than_20_citations_per_year,more_than_25_citations_per_year,more_than_30_citations_per_year
1939-1463,10.1037/met0000041,Dormann; Griffin,2015,Optimal time lags in panel studies.,Psychological Methods,https://doi.org/10.1037/met0000041,460,17,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,46,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-021-01235-0,Schleider; Mullarkey; Fox; Dobias; Shroff; Hart; Roulston,2021,A randomized trial of online single-session interventions for adolescent depression during COVID-19,Nature Human Behaviour,https://doi.org/10.1038/s41562-021-01235-0,132,1,"PSYCHOLOGY, EXPERIMENTAL",2021,33,TRUE,TRUE,TRUE
0191-8869,10.1016/j.paid.2020.110066,Barreto; Victor; Hammond; Eccles; Richins; Qualter,2021,"Loneliness around the world: Age, gender, and cultural differences in loneliness",Personality and Individual Differences,https://doi.org/10.1016/j.paid.2020.110066,418,105,"PSYCHOLOGY, SOCIAL",2021,104.5,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291718001356,Palhano-Fontes; Barreto; Onias; Andrade; Novaes; Pessoa; Mota-Rolim; Osório; Sanches; dos Santos; Tófoli; de Oliveira Silveira; Yonamine; Riba; Santos; Silva-Junior; Alchieri; Galvão-Coelho; Lobão-Soares; Hallak; Arcoverde; Maia-de-Oliveira; Araújo,2019,Rapid antidepressant effects of the psychedelic ayahuasca in treatment-resistant depression: a randomized placebo-controlled trial,Psychological Medicine,https://doi.org/10.1017/s0033291718001356,500,26,PSYCHOLOGY,2019,83.33,TRUE,TRUE,TRUE
1557-1874,10.1007/s11469-020-00340-x,Ahorsu; Imani; Lin; Timpka; Broström; Updegraff; Årestedt; Griffiths; Pakpour,2022,"Associations Between Fear of COVID-19, Mental Health, and Preventive Behaviours Across Pregnant Women and Husbands: An Actor-Partner Interdependence Modelling",International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00340-x,121,131,"PSYCHOLOGY, CLINICAL",2022,40.33,TRUE,TRUE,TRUE
1931-1516,10.1037/emo0000403,Twenge; Martin; Campbell,2018,Decreases in psychological well-being among American adolescents after 2012 and links to screen time during the rise of smartphone technology.,Emotion,https://doi.org/10.1037/emo0000403,374,112,"PSYCHOLOGY, EXPERIMENTAL",2018,53.43,TRUE,TRUE,TRUE
1939-1498,10.1037/pag0000288,Salthouse,2019,Trajectories of normal cognitive aging.,Psychology and Aging,https://doi.org/10.1037/pag0000288,443,94,"PSYCHOLOGY, DEVELOPMENTAL",2019,73.83,TRUE,TRUE,TRUE
0890-2070,10.1002/per.2115,Baumert; Schmitt; Perugini; Johnson; Blum; Borkenau; Costantini; Denissen; Fleeson; Grafton; Jayawickreme; Kurzius; MacLeod; Miller; Read; Roberts; Robinson; Wood; Wrzus,2017,"Integrating Personality Structure, Personality Process, and Personality Development",European Journal of Personality,https://doi.org/10.1002/per.2115,269,96,"PSYCHOLOGY, SOCIAL",2017,33.63,TRUE,TRUE,TRUE
1868-8527,10.1007/s12671-015-0479-3,Neff,2016,The Self-Compassion Scale is a Valid and Theoretically Coherent Measure of Self-Compassion,Mindfulness,https://doi.org/10.1007/s12671-015-0479-3,446,156,"PSYCHOLOGY, CLINICAL",2016,49.56,TRUE,TRUE,TRUE
0022-1465,10.1177/0022146518814251,Williams,2018,Stress and the Mental Health of Populations of Color: Advancing Our Understanding of Race-related Stressors,Journal of Health and Social Behavior,https://doi.org/10.1177/0022146518814251,609,21,"PSYCHOLOGY, SOCIAL",2018,87,TRUE,TRUE,TRUE
1749-5016,10.1093/scan/nsw154,Barrett,2016,The theory of constructed emotion: an active inference account of interoception and categorization,Social Cognitive and Affective Neuroscience,https://doi.org/10.1093/scan/nsw154,308,80,PSYCHOLOGY,2016,34.22,TRUE,TRUE,TRUE
0894-3796,10.1002/job.2085,Meyer; Morin,2016,"A person‐centered approach to commitment research: Theory, research, and methodology",Journal of Organizational Behavior,https://doi.org/10.1002/job.2085,302,22,"PSYCHOLOGY, APPLIED",2016,33.56,TRUE,TRUE,TRUE
1557-1874,10.1007/s11469-020-00363-4,Kotera; Richardson; Sheffield,2022,Effects of Shinrin-Yoku (Forest Bathing) and Nature Therapy on Mental Health: a Systematic Review and Meta-analysis,International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00363-4,155,131,"PSYCHOLOGY, CLINICAL",2022,51.67,TRUE,TRUE,TRUE
0022-4405,10.1016/j.jsp.2020.12.002,Gaffney; Ttofi; Farrington,2021,What works in anti-bullying programs? Analysis of effective intervention components,Journal of School Psychology,https://doi.org/10.1016/j.jsp.2020.12.002,153,85,"PSYCHOLOGY, EDUCATIONAL",2021,38.25,TRUE,TRUE,TRUE
2079-3200,10.3390/jintelligence10010017,Suh; Ahn,2022,Utilizing the Metaverse for Learner-Centered Constructivist Education in the Post-Pandemic Era: An Analysis of Elementary School Students,Journal of Intelligence,https://doi.org/10.3390/jintelligence10010017,157,196,"PSYCHOLOGY, MULTIDISCIPLINARY",2022,52.33,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2016.00769,Trizano-Hermosilla; Alvarado,2016,Best Alternatives to Cronbach's Alpha Reliability in Realistic Conditions: Congeneric and Asymmetrical Measurements,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2016.00769,462,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2016,51.33,TRUE,TRUE,TRUE
1554-3528,10.3758/s13428-016-0721-5,Vandierendonck,2017,A comparison of methods to combine speed and accuracy measures of performance: A rejoinder on the binning procedure,Behavior Research Methods,https://doi.org/10.3758/s13428-016-0721-5,274,55,"PSYCHOLOGY, EXPERIMENTAL",2017,34.25,TRUE,TRUE,TRUE
0301-0511,10.1016/j.biopsycho.2018.01.015,Paolucci; Loukov; Bowdish; Heisz,2018,Exercise reduces depression and inflammation but intensity matters,Biological Psychology,https://doi.org/10.1016/j.biopsycho.2018.01.015,276,199,PSYCHOLOGY,2018,39.43,TRUE,TRUE,TRUE
0048-5772,10.1111/psyp.13335,Sassenhagen; Draschkow,2019,Cluster‐based permutation tests of MEG/EEG data do not establish significance of effect latency or location,Psychophysiology,https://doi.org/10.1111/psyp.13335,385,180,PSYCHOLOGY,2019,64.17,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291718002283,Hollocks; Lerh; Magiati; Meiser-Stedman; Brugha,2019,Anxiety and depression in adults with autism spectrum disorder: a systematic review and meta-analysis,Psychological Medicine,https://doi.org/10.1017/s0033291718002283,568,26,PSYCHOLOGY,2019,94.67,TRUE,TRUE,TRUE
1740-1445,10.1016/j.bodyim.2019.02.007,Cohen; Irwin; Newton-John; Slater,2019,#bodypositivity: A content analysis of body positive accounts on Instagram,Body Image,https://doi.org/10.1016/j.bodyim.2019.02.007,216,36,"PSYCHOLOGY, CLINICAL",2019,36,TRUE,TRUE,TRUE
1697-2600,10.1016/j.ijchp.2020.07.007,Bueno-Notivol; Gracia-García; Olaya; Lasheras; López-Antón; Santabárbara,2021,Prevalence of depression during the COVID-19 outbreak: A meta-analysis of community-based studies,International Journal of Clinical and Health Psychology,https://doi.org/10.1016/j.ijchp.2020.07.007,570,31,"PSYCHOLOGY, CLINICAL",2021,142.5,TRUE,TRUE,TRUE
1939-2176,10.1037/edu0000241,Parong; Mayer,2018,Learning science in immersive virtual reality.,Journal of Educational Psychology,https://doi.org/10.1037/edu0000241,578,28,"PSYCHOLOGY, EDUCATIONAL",2018,82.57,TRUE,TRUE,TRUE
1939-1854,10.1037/apl0000277,Hu; Erdogan; Jiang; Bauer; Liu,2018,"Leader humility and team creativity: The role of team information sharing, psychological safety, and power distance.",Journal of Applied Psychology,https://doi.org/10.1037/apl0000277,279,7,"PSYCHOLOGY, APPLIED",2018,39.86,TRUE,TRUE,TRUE
0003-6870,10.1016/j.apergo.2017.12.016,Kim; Park; Choi; Choe,2018,Virtual reality sickness questionnaire (VRSQ): Motion sickness measurement index in a virtual reality environment,Applied Ergonomics,https://doi.org/10.1016/j.apergo.2017.12.016,599,155,"PSYCHOLOGY, APPLIED",2018,85.57,TRUE,TRUE,TRUE
0894-3257,10.1002/bdm.2118,Yeomans; Shah; Mullainathan; Kleinberg,2019,Making sense of recommendations,Journal of Behavioral Decision Making,https://doi.org/10.1002/bdm.2118,227,452,"PSYCHOLOGY, APPLIED",2019,37.83,TRUE,TRUE,TRUE
1750-8592,10.1111/cdep.12163,Lanza; Cooper,2016,Latent Class Analysis for Developmental Research,Child Development Perspectives,https://doi.org/10.1111/cdep.12163,357,39,"PSYCHOLOGY, DEVELOPMENTAL",2016,39.67,TRUE,TRUE,TRUE
0886-2605,10.1177/08862605211052586,Peitzmeier; Fedina; Ashwell; Herrenkohl; Tolman,2022,Increases in Intimate Partner Violence During COVID-19: Prevalence and Correlates,Journal of Interpersonal Violence,https://doi.org/10.1177/08862605211052586,93,227,"PSYCHOLOGY, APPLIED",2022,31,TRUE,TRUE,TRUE
0191-8869,10.1016/j.paid.2021.110892,Kerr; Panagopoulos; van der Linden,2021,Political polarization on COVID-19 pandemic response in the United States,Personality and Individual Differences,https://doi.org/10.1016/j.paid.2021.110892,219,105,"PSYCHOLOGY, SOCIAL",2021,54.75,TRUE,TRUE,TRUE
1939-1463,10.1037/met0000239,Hamaker; Muthén,2020,The fixed versus random effects debate and how it relates to centering in multilevel modeling.,Psychological Methods,https://doi.org/10.1037/met0000239,152,17,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,30.4,TRUE,TRUE,TRUE
0742-6046,10.1002/mar.21637,Casalegno; Candelo; Santoro,2022,Exploring the antecedents of green and sustainable purchase behaviour: A comparison among different generations,Psychology &amp; Marketing,https://doi.org/10.1002/mar.21637,116,14,"PSYCHOLOGY, APPLIED",2022,38.67,TRUE,TRUE,TRUE
1079-5014,10.1093/geronb/gbaa048,Losada-Baltar; Jiménez-Gonzalo; Gallego-Alberto; Pedroso-Chaparro; Fernandes-Pires; Márquez-González,2021,"“We Are Staying at Home.” Association of Self-perceptions of Aging, Personal and Family Resources, and Loneliness With Psychological Distress During the Lock-Down Period of COVID-19",The Journals of Gerontology: Series B,https://doi.org/10.1093/geronb/gbaa048,342,46,PSYCHOLOGY,2021,85.5,TRUE,TRUE,TRUE
0883-6612,10.1093/abm/kax033,Kobayashi; Steptoe,2018,"Social Isolation, Loneliness, and Health Behaviors at Older Ages: Longitudinal Cohort Study",Annals of Behavioral Medicine,https://doi.org/10.1093/abm/kax033,242,101,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,34.57,TRUE,TRUE,TRUE
0014-0139,10.1080/00140139.2014.956151,Young; Brookhuis; Wickens; Hancock,2015,State of science: mental workload in ergonomics,Ergonomics,https://doi.org/10.1080/00140139.2014.956151,562,362,PSYCHOLOGY,2015,56.2,TRUE,TRUE,TRUE
0022-1031,10.1016/j.jesp.2017.09.004,Albers; Lakens,2018,When power analyses based on pilot data are biased: Inaccurate effect size estimators and follow-up bias,Journal of Experimental Social Psychology,https://doi.org/10.1016/j.jesp.2017.09.004,213,140,"PSYCHOLOGY, SOCIAL",2018,30.43,TRUE,TRUE,TRUE
2190-8370,10.1027/2151-2604/a000255,Steinmetz; Knappstein; Ajzen; Schmidt; Kabst,2016,How Effective are Behavior Change Interventions Based on the Theory of Planned Behavior?,Zeitschrift für Psychologie,https://doi.org/10.1027/2151-2604/a000255,275,358,"PSYCHOLOGY, MULTIDISCIPLINARY",2016,30.56,TRUE,TRUE,TRUE
1359-432X,10.1080/1359432x.2018.1527767,Lichtenthaler; Fischbach,2019,A meta-analysis on promotion- and prevention-focused job crafting,European Journal of Work and Organizational Psychology,https://doi.org/10.1080/1359432x.2018.1527767,241,75,"PSYCHOLOGY, APPLIED",2019,40.17,TRUE,TRUE,TRUE
0887-6177,10.1093/arclin/acw049,Mlinac; Feng,2016,"Assessment of Activities of Daily Living, Self-Care, and Independence",Archives of Clinical Neuropsychology,https://doi.org/10.1093/arclin/acw049,503,340,PSYCHOLOGY,2016,55.89,TRUE,TRUE,TRUE
0030-2228,10.1177/00302228211050503,Özgüç; Kaplan Serin; Tanriverdi,2024,Death Anxiety Associated With Coronavirus (COVID-19) Disease: A Systematic Review and Meta-Analysis,OMEGA - Journal of Death and Dying,https://doi.org/10.1177/00302228211050503,46,513,"PSYCHOLOGY, MULTIDISCIPLINARY",2024,46,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797619830329,Orben; Przybylski,2019,"Screens, Teens, and Psychological Well-Being: Evidence From Three Time-Use-Diary Studies",Psychological Science,https://doi.org/10.1177/0956797619830329,248,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,41.33,TRUE,TRUE,TRUE
1743-9760,10.1080/17439760.2014.994224,McMahan; Estes,2015,The effect of contact with natural environments on positive and negative affect: A meta-analysis,The Journal of Positive Psychology,https://doi.org/10.1080/17439760.2014.994224,518,117,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,51.8,TRUE,TRUE,TRUE
1930-7810,10.1037/hea0000306,Nahum-Shani; Hekler; Spruijt-Metz,2015,Building health behavior models to guide the development of just-in-time adaptive interventions: A pragmatic framework.,Health Psychology,https://doi.org/10.1037/hea0000306,369,150,PSYCHOLOGY,2015,36.9,TRUE,TRUE,TRUE
0954-5794,10.1017/s0954579419000348,Weissman; Bitran; Miller; Schaefer; Sheridan; McLaughlin,2019,Difficulties with emotion regulation as a transdiagnostic mechanism linking child maltreatment with the emergence of psychopathology,Development and Psychopathology,https://doi.org/10.1017/s0954579419000348,205,144,"PSYCHOLOGY, DEVELOPMENTAL",2019,34.17,TRUE,TRUE,TRUE
0162-3257,10.1007/s10803-020-04577-2,Asbury; Fox; Deniz; Code; Toseeb,2021,How is COVID-19 Affecting the Mental Health of Children with Special Educational Needs and Disabilities and Their Families?,Journal of Autism and Developmental Disorders,https://doi.org/10.1007/s10803-020-04577-2,322,152,"PSYCHOLOGY, DEVELOPMENTAL",2021,80.5,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797620967261,Carstensen; Shavit; Barnes,2020,Age Advantages in Emotional Experience Persist Even Under Threat From the COVID-19 Pandemic,Psychological Science,https://doi.org/10.1177/0956797620967261,184,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,36.8,TRUE,TRUE,TRUE
1939-2176,10.1037/a0037461,Walton; Logel; Peach; Spencer; Zanna,2015,"Two brief interventions to mitigate a “chilly climate” transform women’s experience, relationships, and achievement in engineering.",Journal of Educational Psychology,https://doi.org/10.1037/a0037461,304,28,"PSYCHOLOGY, EDUCATIONAL",2015,30.4,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-020-0880-3,Danese; Widom,2020,Objective and subjective experiences of child maltreatment and their relationships with psychopathology,Nature Human Behaviour,https://doi.org/10.1038/s41562-020-0880-3,271,1,"PSYCHOLOGY, EXPERIMENTAL",2020,54.2,TRUE,TRUE,TRUE
0887-0446,10.1080/08870446.2017.1325486,Rhodes; Janssen; Bredin; Warburton; Bauman,2017,"Physical activity: Health impact, prevalence, correlates and interventions",Psychology &amp; Health,https://doi.org/10.1080/08870446.2017.1325486,517,276,"PSYCHOLOGY, MULTIDISCIPLINARY",2017,64.63,TRUE,TRUE,TRUE
0001-8791,10.1016/j.jvb.2016.09.002,Rudolph; Lavigne; Zacher,2017,"Career adaptability: A meta-analysis of relationships with measures of adaptivity, adapting responses, and adaptation results",Journal of Vocational Behavior,https://doi.org/10.1016/j.jvb.2016.09.002,434,35,"PSYCHOLOGY, APPLIED",2017,54.25,TRUE,TRUE,TRUE
1758-0846,10.1111/aphw.12226,Zhao; Zhou,2020,Social Media Use and Mental Health during the COVID‐19 Pandemic: Moderator Role of Disaster Stressor and Mediator Role of Negative Affect,Applied Psychology: Health and Well-Being,https://doi.org/10.1111/aphw.12226,173,84,"PSYCHOLOGY, APPLIED",2020,34.6,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797616678438,Przybylski; Weinstein,2017,A Large-Scale Test of the Goldilocks Hypothesis,Psychological Science,https://doi.org/10.1177/0956797616678438,465,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2017,58.13,TRUE,TRUE,TRUE
1939-134X,10.1037/pas0000486,Weathers; Bovin; Lee; Sloan; Schnurr; Kaloupek; Keane; Marx,2018,The Clinician-Administered PTSD Scale for DSM–5 (CAPS-5): Development and initial psychometric evaluation in military veterans.,Psychological Assessment,https://doi.org/10.1037/pas0000486,1021,123,"PSYCHOLOGY, CLINICAL",2018,145.86,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291717001775,Guloksuz; van Os,2018,The slow death of the concept of schizophrenia and the painful birth of the psychosis spectrum,Psychological Medicine,https://doi.org/10.1017/s0033291717001775,223,26,PSYCHOLOGY,2018,31.86,TRUE,TRUE,TRUE
2152-2715,10.1089/cyber.2018.0150,Huang; Ball; Francis; Ratan; Boumis; Fordham,2019,Augmented Versus Virtual Reality in Education: An Exploratory Study Examining Science Knowledge Retention When Using Augmented Reality/Virtual Reality Mobile Applications,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2018.0150,191,65,"PSYCHOLOGY, SOCIAL",2019,31.83,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2016.03.003,Erkan; Evans,2016,The influence of eWOM in social media on consumers’ purchase intentions: An extended approach to information adoption,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.03.003,615,12,"PSYCHOLOGY, EXPERIMENTAL",2016,68.33,TRUE,TRUE,TRUE
1868-8527,10.1007/s12671-017-0839-2,Carsley; Khoury; Heath,2018,Effectiveness of Mindfulness Interventions for Mental Health in Schools: a Comprehensive Meta-analysis,Mindfulness,https://doi.org/10.1007/s12671-017-0839-2,223,156,"PSYCHOLOGY, CLINICAL",2018,31.86,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2019.09.014,Wartberg; Kriston; Thomasius,2020,"Internet gaming disorder and problematic social media use in a representative sample of German adolescents: Prevalence estimates, comorbid depressive symptoms and related psychosocial aspects",Computers in Human Behavior,https://doi.org/10.1016/j.chb.2019.09.014,165,12,"PSYCHOLOGY, EXPERIMENTAL",2020,33,TRUE,TRUE,TRUE
2662-2041,10.1007/s42761-020-00028-4,Roskam; Aguiar; Akgun; Arikan; Artavia; Avalosse; Aunola; Bader; Bahati; Barham; Besson; Beyers; Boujut; Brianda; Brytek-Matera; Carbonneau; César; Chen; Dorard; dos Santos Elias; Dunsmuir; Egorova; Favez; Fontaine; Foran; Fricke; Furutani; Gallée; Gannagé; Gaspar; Godbout; Goldenberg; Gross; Gurza; Hall; Hashmi; Hatta; Helmy; Hoang; Huynh; Kaneza; Kawamoto; Knezevic; Kpassagou; Lazarevic; Le Vigouroux; Lebert-Charron; Leme; Lin; MacCann; Manrique-Millones; Matias; Miranda-Orrego; Miscioscia; Morgades-Bamba; Mousavi; Moutassem-Mimouni; Muntean; Murphy; Ndayizigiye; Tenkue; Olderbak; Ornawka; Osman; Oyarce-Cadiz; Pérez-Díaz; Petrides; Pineda-Marin; Prandstetter; Prikhidko; Ricci; Salinas-Quiroz; Sánchez-Rodríguez; Sarrionandia; Scola; Sezibera; Silva; Simonelli; Soenens; Sorbring; Sorkkila; Schrooyen; Stănculescu; Starchenkova; Szczygiel; Tapia; Tri; Tremblay; Ustundag-Budak; Pacheco; van Bakel; Verhofstadt; Wendland; Yotanyamaneewong; Mikolajczak,2021,Parental Burnout Around the Globe: a 42-Country Study,Affective Science,https://doi.org/10.1007/s42761-020-00028-4,159,353,PSYCHOLOGY,2021,39.75,TRUE,TRUE,TRUE
1878-9293,10.1016/j.dcn.2016.10.004,Jordan; Andersen,2017,Sensitive periods of substance abuse: Early risk for the transition to dependence,Developmental Cognitive Neuroscience,https://doi.org/10.1016/j.dcn.2016.10.004,260,56,"PSYCHOLOGY, DEVELOPMENTAL",2017,32.5,TRUE,TRUE,TRUE
1743-9760,10.1080/17439760.2016.1262613,Clarke; Braun,2017,Thematic analysis,The Journal of Positive Psychology,https://doi.org/10.1080/17439760.2016.1262613,1932,117,"PSYCHOLOGY, MULTIDISCIPLINARY",2017,241.5,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.01491,Ozamiz-Etxebarria; Idoiaga Mondragon; Dosil Santamaría; Picaza Gorrotxategi,2020,Psychological Symptoms During the Two Stages of Lockdown in Response to the COVID-19 Outbreak: An Investigation in a Sample of Citizens in Northern Spain,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.01491,152,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,30.4,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2020.106586,Schmid; Brianza; Petko,2021,Self-reported technological pedagogical content knowledge (TPACK) of pre-service teachers in relation to digital technology use in lesson plans,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2020.106586,131,12,"PSYCHOLOGY, EXPERIMENTAL",2021,32.75,TRUE,TRUE,TRUE
0005-7894,10.1016/j.beth.2020.05.002,Jiang; Gradus; Rosellini,2020,Supervised Machine Learning: A Brief Primer,Behavior Therapy,https://doi.org/10.1016/j.beth.2020.05.002,386,115,"PSYCHOLOGY, CLINICAL",2020,77.2,TRUE,TRUE,TRUE
1091-4269,10.1002/da.22711,Alonso; Liu; Evans-Lacko; Sadikova; Sampson; Chatterji; Abdulmalik; Aguilar-Gaxiola; Al-Hamzawi; Andrade; Bruffaerts; Cardoso; Cia; Florescu; de Girolamo; Gureje; Haro; He; de Jonge; Karam; Kawakami; Kovess-Masfety; Lee; Levinson; Medina-Mora; Navarro-Mateu; Pennell; Piazza; Posada-Villa; ten Have; Zarkov; Kessler; Thornicroft; NA,2018,Treatment gap for anxiety disorders is global: Results of the World Mental Health Surveys in 21 countries,Depression and Anxiety,https://doi.org/10.1002/da.22711,377,50,PSYCHOLOGY,2018,53.86,TRUE,TRUE,TRUE
0894-9867,10.1002/jts.22059,Blevins; Weathers; Davis; Witte; Domino,2015,The Posttraumatic Stress Disorder Checklist for DSM‐5 (PCL‐5): Development and Initial Psychometric Evaluation,Journal of Traumatic Stress,https://doi.org/10.1002/jts.22059,3301,278,"PSYCHOLOGY, CLINICAL",2015,330.1,TRUE,TRUE,TRUE
2152-2715,10.1089/cyber.2020.0370,Feijt; de Kort; Bongers; Bierbooms; Westerink; IJsselsteijn,2020,Mental Health Care Goes Online: Practitioners' Experiences of Providing Mental Health Care During the COVID-19 Pandemic,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2020.0370,153,65,"PSYCHOLOGY, SOCIAL",2020,30.6,TRUE,TRUE,TRUE
1018-8827,10.1007/s00787-020-01706-1,Thorell; Skoglund; de la Peña; Baeyens; Fuermaier; Groom; Mammarella; van der Oord; van den Hoofdakker; Luman; de Miranda; Siu; Steinmayr; Idrees; Soares; Sörlin; Luque; Moscardino; Roch; Crisci; Christiansen,2022,Parental experiences of homeschooling during the COVID-19 pandemic: differences between seven European countries and between children with and without mental health conditions,European Child &amp; Adolescent Psychiatry,https://doi.org/10.1007/s00787-020-01706-1,150,24,"PSYCHOLOGY, DEVELOPMENTAL",2022,50,TRUE,TRUE,TRUE
0276-3478,10.1002/eat.23318,Rodgers; Lombardo; Cerolini; Franko; Omori; Fuller‐Tyszkiewicz; Linardon; Courtet; Guillaume,2020,The impact of the COVID‐19 pandemic on eating disorder risk and symptoms,International Journal of Eating Disorders,https://doi.org/10.1002/eat.23318,345,51,PSYCHOLOGY,2020,69,TRUE,TRUE,TRUE
1750-8592,10.1111/cdep.12278,Branje,2018,Development of Parent–Adolescent Relationships: Conflict Interactions as a Mechanism of Change,Child Development Perspectives,https://doi.org/10.1111/cdep.12278,292,39,"PSYCHOLOGY, DEVELOPMENTAL",2018,41.71,TRUE,TRUE,TRUE
0022-1031,10.1016/j.jesp.2017.11.008,Fiedler; Harris; Schott,2018,Unwarranted inferences from statistical mediation tests – An analysis of articles published in 2015,Journal of Experimental Social Psychology,https://doi.org/10.1016/j.jesp.2017.11.008,260,140,"PSYCHOLOGY, SOCIAL",2018,37.14,TRUE,TRUE,TRUE
1070-5503,10.1007/s12529-019-09843-x,Ali; Nater,2020,Salivary Alpha-Amylase as a Biomarker of Stress in Behavioral Medicine,International Journal of Behavioral Medicine,https://doi.org/10.1007/s12529-019-09843-x,162,411,"PSYCHOLOGY, CLINICAL",2020,32.4,TRUE,TRUE,TRUE
0022-1031,10.1016/j.jesp.2015.09.012,Pirlott; MacKinnon,2016,Design approaches to experimental mediation,Journal of Experimental Social Psychology,https://doi.org/10.1016/j.jesp.2015.09.012,327,140,"PSYCHOLOGY, SOCIAL",2016,36.33,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2018.00797,Peters; Calvo; Ryan,2018,"Designing for Motivation, Engagement and Wellbeing in Digital Experience",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2018.00797,355,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,50.71,TRUE,TRUE,TRUE
0005-7894,10.1016/j.beth.2016.09.005,Hall; Ibaraki; Huang; Marti; Stice,2016,A Meta-Analysis of Cultural Adaptations of Psychological Interventions,Behavior Therapy,https://doi.org/10.1016/j.beth.2016.09.005,345,115,"PSYCHOLOGY, CLINICAL",2016,38.33,TRUE,TRUE,TRUE
0048-5772,10.1111/psyp.12518,Kozak; Cuthbert,2016,"The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",Psychophysiology,https://doi.org/10.1111/psyp.12518,486,180,PSYCHOLOGY,2016,54,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206317691575,Aguinis; Glavas,2019,"On Corporate Social Responsibility, Sensemaking, and the Search for Meaningfulness Through Work",Journal of Management,https://doi.org/10.1177/0149206317691575,356,9,"PSYCHOLOGY, APPLIED",2019,59.33,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2018.02086,Cipresso; Giglioli; Raya; Riva,2018,"The Past, Present, and Future of Virtual and Augmented Reality Research: A Network and Cluster Analysis of the Literature",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2018.02086,651,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,93,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2017.01534,Di Fabio,2017,The Psychology of Sustainability and Sustainable Development for Well-Being in Organizations,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2017.01534,286,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2017,35.75,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.577684,Saladino; Algeri; Auriemma,2020,The Psychological and Social Impact of Covid-19: New Perspectives of Well-Being,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.577684,364,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,72.8,TRUE,TRUE,TRUE
1389-4978,10.1007/s10902-019-00082-1,Hendriks; Schotanus-Dijkstra; Hassankhan; de Jong; Bohlmeijer,2020,The Efficacy of Multi-component Positive Psychology Interventions: A Systematic Review and Meta-analysis of Randomized Controlled Trials,Journal of Happiness Studies,https://doi.org/10.1007/s10902-019-00082-1,191,143,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,38.2,TRUE,TRUE,TRUE
1939-1854,10.1037/apl0000111,Chen; Chen; Sheldon,2016,Relaxing moral reasoning to win: How organizational identification relates to unethical pro-organizational behavior.,Journal of Applied Psychology,https://doi.org/10.1037/apl0000111,282,7,"PSYCHOLOGY, APPLIED",2016,31.33,TRUE,TRUE,TRUE
